Traffic_ID,Date,Time,Time_24Hr,Hour,Day_Of_Week,Is_Weekend,Is_Peak_Hour,Day_Part,Car_Count,Bike_Count,Bus_Count,Truck_Count,Total_Vehicles,PCU_Score,Congestion_Index,Heavy_Vehicle_Ratio,Bus_To_Car_Ratio,Traffic_Situation,Day_Type,Rush_Hour_Category,Commercial_Vehicle_Share,Car_Volume_Percentage
541,6,3:00:00 PM,15:00:00,15,Monday,0,0,Afternoon,99,18,7,20,144,189.0,1.13,0.1875,0.07,normal,Weekday,Off-Peak Hours,0.1875,68.75
542,6,3:15:00 PM,15:15:00,15,Monday,0,0,Afternoon,106,10,9,8,133,162.0,0.96,0.1278,0.0841,normal,Weekday,Off-Peak Hours,0.1278,79.7
543,6,3:30:00 PM,15:30:00,15,Monday,0,0,Afternoon,6,11,34,20,71,173.5,1.03,0.7606,4.8571,normal,Weekday,Off-Peak Hours,0.7606,8.45
544,6,3:45:00 PM,15:45:00,15,Monday,0,0,Afternoon,59,29,15,16,119,166.5,0.99,0.2605,0.25,normal,Weekday,Off-Peak Hours,0.2605,49.58
545,6,4:00:00 PM,16:00:00,16,Monday,0,1,Afternoon,139,25,41,5,210,289.5,1.72,0.219,0.2929,heavy,Weekday,Evening Rush (4-7 PM),0.219,66.19
546,6,4:15:00 PM,16:15:00,16,Monday,0,1,Afternoon,109,12,49,6,176,280.0,1.67,0.3125,0.4455,heavy,Weekday,Evening Rush (4-7 PM),0.3125,61.93
547,6,4:30:00 PM,16:30:00,16,Monday,0,1,Afternoon,124,24,47,9,204,304.0,1.81,0.2745,0.376,heavy,Weekday,Evening Rush (4-7 PM),0.2745,60.78
548,6,4:45:00 PM,16:45:00,16,Monday,0,1,Afternoon,135,29,39,7,210,287.5,1.71,0.219,0.2868,heavy,Weekday,Evening Rush (4-7 PM),0.219,64.29
549,6,5:00:00 PM,17:00:00,17,Monday,0,1,Evening,137,15,37,7,196,276.5,1.65,0.2245,0.2681,heavy,Weekday,Evening Rush (4-7 PM),0.2245,69.9
550,6,5:15:00 PM,17:15:00,17,Monday,0,1,Evening,119,28,46,9,202,298.0,1.77,0.2723,0.3833,heavy,Weekday,Evening Rush (4-7 PM),0.2723,58.91
551,6,5:30:00 PM,17:30:00,17,Monday,0,1,Evening,127,21,28,5,181,236.5,1.41,0.1823,0.2188,heavy,Weekday,Evening Rush (4-7 PM),0.1823,70.17
552,6,5:45:00 PM,17:45:00,17,Monday,0,1,Evening,109,37,44,9,199,286.5,1.71,0.2663,0.4,heavy,Weekday,Evening Rush (4-7 PM),0.2663,54.77
553,6,6:00:00 PM,18:00:00,18,Monday,0,1,Evening,145,27,35,7,214,284.5,1.69,0.1963,0.2397,heavy,Weekday,Evening Rush (4-7 PM),0.1963,67.76
554,6,6:15:00 PM,18:15:00,18,Monday,0,1,Evening,133,36,28,6,203,253.0,1.51,0.1675,0.209,heavy,Weekday,Evening Rush (4-7 PM),0.1675,65.52
555,6,6:30:00 PM,18:30:00,18,Monday,0,1,Evening,138,19,36,5,198,270.5,1.61,0.2071,0.259,heavy,Weekday,Evening Rush (4-7 PM),0.2071,69.7
556,6,6:45:00 PM,18:45:00,18,Monday,0,1,Evening,73,5,20,10,108,165.5,0.99,0.2778,0.2703,normal,Weekday,Evening Rush (4-7 PM),0.2778,67.59
557,6,7:00:00 PM,19:00:00,19,Monday,0,0,Evening,83,11,14,33,141,229.5,1.37,0.3333,0.1667,high,Weekday,Evening Rush (4-7 PM),0.3333,58.87
558,6,7:15:00 PM,19:15:00,19,Monday,0,0,Evening,89,8,10,19,126,180.0,1.07,0.2302,0.1111,normal,Weekday,Evening Rush (4-7 PM),0.2302,70.63
559,6,7:30:00 PM,19:30:00,19,Monday,0,0,Evening,99,19,18,24,160,234.5,1.4,0.2625,0.18,high,Weekday,Evening Rush (4-7 PM),0.2625,61.87
560,6,7:45:00 PM,19:45:00,19,Monday,0,0,Evening,54,17,14,8,93,128.5,0.77,0.2366,0.2545,low,Weekday,Evening Rush (4-7 PM),0.2366,58.06
561,6,8:00:00 PM,20:00:00,20,Monday,0,0,Evening,58,18,14,6,96,127.0,0.76,0.2083,0.2373,low,Weekday,Night Freight (8-11 PM),0.2083,60.42
562,6,8:15:00 PM,20:15:00,20,Monday,0,0,Evening,56,16,12,9,93,127.0,0.76,0.2258,0.2105,low,Weekday,Night Freight (8-11 PM),0.2258,60.22
563,6,8:30:00 PM,20:30:00,20,Monday,0,0,Evening,77,6,20,5,108,155.0,0.92,0.2315,0.2564,normal,Weekday,Night Freight (8-11 PM),0.2315,71.3
564,6,8:45:00 PM,20:45:00,20,Monday,0,0,Evening,85,6,18,17,126,193.0,1.15,0.2778,0.2093,normal,Weekday,Night Freight (8-11 PM),0.2778,67.46
565,6,9:00:00 PM,21:00:00,21,Monday,0,0,Evening,105,14,13,32,164,247.0,1.47,0.2744,0.1226,high,Weekday,Night Freight (8-11 PM),0.2744,64.02
566,6,9:15:00 PM,21:15:00,21,Monday,0,0,Evening,96,21,11,24,152,211.5,1.26,0.2303,0.1134,high,Weekday,Night Freight (8-11 PM),0.2303,63.16
567,6,9:30:00 PM,21:30:00,21,Monday,0,0,Evening,66,22,17,16,121,176.0,1.05,0.2727,0.2537,normal,Weekday,Night Freight (8-11 PM),0.2727,54.55
568,6,9:45:00 PM,21:45:00,21,Monday,0,0,Evening,88,15,19,14,136,194.5,1.16,0.2426,0.2135,normal,Weekday,Night Freight (8-11 PM),0.2426,64.71
569,6,10:00:00 PM,22:00:00,22,Monday,0,0,Night,16,1,1,24,42,91.5,0.54,0.5952,0.0588,normal,Weekday,Night Freight (8-11 PM),0.5952,38.1
570,6,10:15:00 PM,22:15:00,22,Monday,0,0,Night,13,1,0,11,25,46.5,0.28,0.44,0.0,low,Weekday,Night Freight (8-11 PM),0.44,52.0
571,6,10:30:00 PM,22:30:00,22,Monday,0,0,Night,13,5,1,23,42,87.5,0.52,0.5714,0.0714,normal,Weekday,Night Freight (8-11 PM),0.5714,30.95
572,6,10:45:00 PM,22:45:00,22,Monday,0,0,Night,19,5,0,37,61,132.5,0.79,0.6066,0.0,normal,Weekday,Night Freight (8-11 PM),0.6066,31.15
573,6,11:00:00 PM,23:00:00,23,Monday,0,0,Night,19,1,0,31,51,112.5,0.67,0.6078,0.0,normal,Weekday,Night Freight (8-11 PM),0.6078,37.25
574,6,11:15:00 PM,23:15:00,23,Monday,0,0,Night,11,5,0,19,35,70.5,0.42,0.5429,0.0,normal,Weekday,Night Freight (8-11 PM),0.5429,31.43
575,6,11:30:00 PM,23:30:00,23,Monday,0,0,Night,18,3,0,32,53,115.5,0.69,0.6038,0.0,normal,Weekday,Night Freight (8-11 PM),0.6038,33.96
576,6,11:45:00 PM,23:45:00,23,Monday,0,0,Night,17,1,1,38,57,134.5,0.8,0.6842,0.0556,normal,Weekday,Night Freight (8-11 PM),0.6842,29.82
577,7,12:00:00 AM,00:00:00,0,Tuesday,0,0,Night,17,3,0,20,40,78.5,0.47,0.5,0.0,normal,Weekday,Off-Peak Hours,0.5,42.5
578,7,12:15:00 AM,00:15:00,0,Tuesday,0,0,Night,18,4,1,19,42,80.0,0.48,0.4762,0.0526,normal,Weekday,Off-Peak Hours,0.4762,42.86
579,7,12:30:00 AM,00:30:00,0,Tuesday,0,0,Night,19,3,0,24,46,92.5,0.55,0.5217,0.0,normal,Weekday,Off-Peak Hours,0.5217,41.3
580,7,12:45:00 AM,00:45:00,0,Tuesday,0,0,Night,16,3,0,15,34,62.5,0.37,0.4412,0.0,normal,Weekday,Off-Peak Hours,0.4412,47.06
581,7,1:00:00 AM,01:00:00,1,Tuesday,0,0,Night,12,5,1,21,39,80.5,0.48,0.5641,0.0769,normal,Weekday,Off-Peak Hours,0.5641,30.77
582,7,1:15:00 AM,01:15:00,1,Tuesday,0,0,Night,17,3,0,36,56,126.5,0.75,0.6429,0.0,normal,Weekday,Off-Peak Hours,0.6429,30.36
583,7,1:30:00 AM,01:30:00,1,Tuesday,0,0,Night,19,4,1,21,45,87.0,0.52,0.4889,0.05,normal,Weekday,Off-Peak Hours,0.4889,42.22
584,7,1:45:00 AM,01:45:00,1,Tuesday,0,0,Night,13,5,0,20,38,75.5,0.45,0.5263,0.0,normal,Weekday,Off-Peak Hours,0.5263,34.21
585,7,2:00:00 AM,02:00:00,2,Tuesday,0,0,Night,14,0,1,37,52,128.0,0.76,0.7308,0.0667,normal,Weekday,Off-Peak Hours,0.7308,26.92
586,7,2:15:00 AM,02:15:00,2,Tuesday,0,0,Night,14,5,0,39,58,133.5,0.79,0.6724,0.0,normal,Weekday,Off-Peak Hours,0.6724,24.14
587,7,2:30:00 AM,02:30:00,2,Tuesday,0,0,Night,13,1,0,19,33,70.5,0.42,0.5758,0.0,normal,Weekday,Off-Peak Hours,0.5758,39.39
588,7,2:45:00 AM,02:45:00,2,Tuesday,0,0,Night,18,5,1,25,49,98.5,0.59,0.5306,0.0526,normal,Weekday,Off-Peak Hours,0.5306,36.73
589,7,3:00:00 AM,03:00:00,3,Tuesday,0,0,Night,15,1,1,15,32,63.5,0.38,0.5,0.0625,normal,Weekday,Off-Peak Hours,0.5,46.87
590,7,3:15:00 AM,03:15:00,3,Tuesday,0,0,Night,19,2,0,30,51,110.0,0.65,0.5882,0.0,normal,Weekday,Off-Peak Hours,0.5882,37.25
591,7,3:30:00 AM,03:30:00,3,Tuesday,0,0,Night,18,2,1,27,48,103.0,0.61,0.5833,0.0526,normal,Weekday,Off-Peak Hours,0.5833,37.5
592,7,3:45:00 AM,03:45:00,3,Tuesday,0,0,Night,13,1,0,38,52,127.5,0.76,0.7308,0.0,normal,Weekday,Off-Peak Hours,0.7308,25.0
593,7,4:00:00 AM,04:00:00,4,Tuesday,0,0,Night,19,2,0,32,53,116.0,0.69,0.6038,0.0,normal,Weekday,Off-Peak Hours,0.6038,35.85
594,7,4:15:00 AM,04:15:00,4,Tuesday,0,0,Night,116,0,1,9,126,146.0,0.87,0.0794,0.0085,normal,Weekday,Off-Peak Hours,0.0794,92.06
595,7,4:30:00 AM,04:30:00,4,Tuesday,0,0,Night,60,12,8,15,95,135.0,0.8,0.2421,0.1311,normal,Weekday,Off-Peak Hours,0.2421,63.16
596,7,4:45:00 AM,04:45:00,4,Tuesday,0,0,Night,82,15,0,19,116,146.5,0.87,0.1638,0.0,normal,Weekday,Off-Peak Hours,0.1638,70.69
597,7,5:00:00 AM,05:00:00,5,Tuesday,0,0,Morning,67,23,7,3,100,108.5,0.65,0.1,0.1029,low,Weekday,Off-Peak Hours,0.1,67.0
598,7,5:15:00 AM,05:15:00,5,Tuesday,0,0,Morning,59,27,10,18,114,156.5,0.93,0.2456,0.1667,normal,Weekday,Off-Peak Hours,0.2456,51.75
599,7,5:30:00 AM,05:30:00,5,Tuesday,0,0,Morning,66,6,9,5,86,111.0,0.66,0.1628,0.1343,low,Weekday,Off-Peak Hours,0.1628,76.74
600,7,5:45:00 AM,05:45:00,5,Tuesday,0,0,Morning,120,10,3,16,149,182.0,1.08,0.1275,0.0248,normal,Weekday,Off-Peak Hours,0.1275,80.54
601,7,6:00:00 AM,06:00:00,6,Tuesday,0,1,Morning,121,22,30,0,173,222.0,1.32,0.1734,0.2459,heavy,Weekday,Off-Peak Hours,0.1734,69.94
602,7,6:15:00 AM,06:15:00,6,Tuesday,0,1,Morning,130,27,39,5,201,275.5,1.64,0.2189,0.2977,heavy,Weekday,Off-Peak Hours,0.2189,64.68
603,7,6:30:00 AM,06:30:00,6,Tuesday,0,1,Morning,139,31,44,3,217,295.5,1.76,0.2166,0.3143,heavy,Weekday,Off-Peak Hours,0.2166,64.06
604,7,6:45:00 AM,06:45:00,6,Tuesday,0,1,Morning,129,14,43,5,191,280.0,1.67,0.2513,0.3308,heavy,Weekday,Off-Peak Hours,0.2513,67.54
605,7,7:00:00 AM,07:00:00,7,Tuesday,0,1,Morning,131,28,43,5,207,289.0,1.72,0.2319,0.3258,heavy,Weekday,Morning Rush (7-10 AM),0.2319,63.29
606,7,7:15:00 AM,07:15:00,7,Tuesday,0,1,Morning,119,39,24,1,183,213.5,1.27,0.1366,0.2,heavy,Weekday,Morning Rush (7-10 AM),0.1366,65.03
607,7,7:30:00 AM,07:30:00,7,Tuesday,0,1,Morning,142,25,34,5,206,271.5,1.62,0.1893,0.2378,heavy,Weekday,Morning Rush (7-10 AM),0.1893,68.93
608,7,7:45:00 AM,07:45:00,7,Tuesday,0,1,Morning,123,22,22,3,170,209.0,1.24,0.1471,0.1774,heavy,Weekday,Morning Rush (7-10 AM),0.1471,72.35
609,7,8:00:00 AM,08:00:00,8,Tuesday,0,1,Morning,106,19,38,4,167,241.5,1.44,0.2515,0.3551,normal,Weekday,Morning Rush (7-10 AM),0.2515,63.47
610,7,8:15:00 AM,08:15:00,8,Tuesday,0,1,Morning,115,39,20,2,176,200.5,1.19,0.125,0.1724,heavy,Weekday,Morning Rush (7-10 AM),0.125,65.34
611,7,8:30:00 AM,08:30:00,8,Tuesday,0,1,Morning,111,17,32,1,161,218.5,1.3,0.205,0.2857,high,Weekday,Morning Rush (7-10 AM),0.205,68.94
612,7,8:45:00 AM,08:45:00,8,Tuesday,0,1,Morning,144,26,50,3,223,316.0,1.88,0.2377,0.3448,normal,Weekday,Morning Rush (7-10 AM),0.2377,64.57
613,7,9:00:00 AM,09:00:00,9,Tuesday,0,0,Morning,126,31,48,2,207,291.5,1.74,0.2415,0.378,heavy,Weekday,Morning Rush (7-10 AM),0.2415,60.87
614,7,9:15:00 AM,09:15:00,9,Tuesday,0,0,Morning,73,22,21,29,145,234.0,1.39,0.3448,0.2838,high,Weekday,Morning Rush (7-10 AM),0.3448,50.34
615,7,9:30:00 AM,09:30:00,9,Tuesday,0,0,Morning,28,7,25,18,78,160.5,0.96,0.5513,0.8621,normal,Weekday,Morning Rush (7-10 AM),0.5513,35.9
616,7,9:45:00 AM,09:45:00,9,Tuesday,0,0,Morning,31,10,40,9,90,183.0,1.09,0.5444,1.25,normal,Weekday,Morning Rush (7-10 AM),0.5444,34.44
617,7,10:00:00 AM,10:00:00,10,Tuesday,0,0,Morning,51,14,33,14,112,199.0,1.18,0.4196,0.6346,high,Weekday,Morning Rush (7-10 AM),0.4196,45.54
618,7,10:15:00 AM,10:15:00,10,Tuesday,0,0,Morning,22,7,39,23,91,211.5,1.26,0.6813,1.6957,normal,Weekday,Morning Rush (7-10 AM),0.6813,24.18
619,7,10:30:00 AM,10:30:00,10,Tuesday,0,0,Morning,46,5,11,21,83,144.5,0.86,0.3855,0.234,normal,Weekday,Morning Rush (7-10 AM),0.3855,55.42
620,7,10:45:00 AM,10:45:00,10,Tuesday,0,0,Morning,72,22,21,27,142,227.0,1.35,0.338,0.2877,high,Weekday,Morning Rush (7-10 AM),0.338,50.7
621,7,11:00:00 AM,11:00:00,11,Tuesday,0,0,Morning,70,5,5,29,109,174.5,1.04,0.3119,0.0704,normal,Weekday,Off-Peak Hours,0.3119,64.22
622,7,11:15:00 AM,11:15:00,11,Tuesday,0,0,Morning,28,9,9,24,70,131.5,0.78,0.4714,0.3103,normal,Weekday,Off-Peak Hours,0.4714,40.0
623,7,11:30:00 AM,11:30:00,11,Tuesday,0,0,Morning,44,5,11,23,83,148.5,0.88,0.4096,0.2444,normal,Weekday,Off-Peak Hours,0.4096,53.01
624,7,11:45:00 AM,11:45:00,11,Tuesday,0,0,Morning,27,6,13,30,76,159.0,0.95,0.5658,0.4643,normal,Weekday,Off-Peak Hours,0.5658,35.53
625,7,12:00:00 PM,12:00:00,12,Tuesday,0,0,Afternoon,20,6,6,23,55,110.0,0.65,0.5273,0.2857,normal,Weekday,Off-Peak Hours,0.5273,36.36
626,7,12:15:00 PM,12:15:00,12,Tuesday,0,0,Afternoon,29,7,3,28,67,125.5,0.75,0.4627,0.1,normal,Weekday,Off-Peak Hours,0.4627,43.28
627,7,12:30:00 PM,12:30:00,12,Tuesday,0,0,Afternoon,20,6,5,27,58,119.0,0.71,0.5517,0.2381,normal,Weekday,Off-Peak Hours,0.5517,34.48
628,7,12:45:00 PM,12:45:00,12,Tuesday,0,0,Afternoon,65,9,15,22,111,180.5,1.07,0.3333,0.2273,normal,Weekday,Off-Peak Hours,0.3333,58.56
629,7,1:00:00 PM,13:00:00,13,Tuesday,0,0,Afternoon,36,5,6,20,67,116.5,0.69,0.3881,0.1622,normal,Weekday,Off-Peak Hours,0.3881,53.73
630,7,1:15:00 PM,13:15:00,13,Tuesday,0,0,Afternoon,99,21,21,6,147,190.5,1.13,0.1837,0.21,normal,Weekday,Off-Peak Hours,0.1837,67.35
631,7,1:30:00 PM,13:30:00,13,Tuesday,0,0,Afternoon,101,21,34,18,174,267.5,1.59,0.2989,0.3333,heavy,Weekday,Off-Peak Hours,0.2989,58.05
632,7,1:45:00 PM,13:45:00,13,Tuesday,0,0,Afternoon,98,29,34,12,173,250.5,1.49,0.2659,0.3434,heavy,Weekday,Off-Peak Hours,0.2659,56.65
633,7,2:00:00 PM,14:00:00,14,Tuesday,0,0,Afternoon,113,20,7,13,153,183.0,1.09,0.1307,0.0614,normal,Weekday,Off-Peak Hours,0.1307,73.86
634,7,2:15:00 PM,14:15:00,14,Tuesday,0,0,Afternoon,75,24,27,7,133,189.0,1.13,0.2556,0.3553,high,Weekday,Off-Peak Hours,0.2556,56.39
635,7,2:30:00 PM,14:30:00,14,Tuesday,0,0,Afternoon,71,21,38,11,141,228.5,1.36,0.3475,0.5278,high,Weekday,Off-Peak Hours,0.3475,50.35
636,7,2:45:00 PM,14:45:00,14,Tuesday,0,0,Afternoon,119,13,32,7,171,242.5,1.44,0.2281,0.2667,heavy,Weekday,Off-Peak Hours,0.2281,69.59
637,7,3:00:00 PM,15:00:00,15,Tuesday,0,0,Afternoon,114,11,39,13,177,275.5,1.64,0.2938,0.3391,heavy,Weekday,Off-Peak Hours,0.2938,64.41
638,7,3:15:00 PM,15:15:00,15,Tuesday,0,0,Afternoon,99,26,8,11,144,169.0,1.01,0.1319,0.08,normal,Weekday,Off-Peak Hours,0.1319,68.75
639,7,3:30:00 PM,15:30:00,15,Tuesday,0,0,Afternoon,39,12,21,9,81,135.0,0.8,0.3704,0.525,normal,Weekday,Off-Peak Hours,0.3704,48.15
640,7,3:45:00 PM,15:45:00,15,Tuesday,0,0,Afternoon,114,26,16,20,176,235.0,1.4,0.2045,0.1391,heavy,Weekday,Off-Peak Hours,0.2045,64.77
641,7,4:00:00 PM,16:00:00,16,Tuesday,0,1,Afternoon,120,32,39,9,200,280.0,1.67,0.24,0.3223,heavy,Weekday,Evening Rush (4-7 PM),0.24,60.0
642,7,4:15:00 PM,16:15:00,16,Tuesday,0,1,Afternoon,143,24,35,6,208,278.0,1.66,0.1971,0.2431,heavy,Weekday,Evening Rush (4-7 PM),0.1971,68.75
643,7,4:30:00 PM,16:30:00,16,Tuesday,0,1,Afternoon,121,28,21,5,175,213.0,1.27,0.1486,0.1721,heavy,Weekday,Evening Rush (4-7 PM),0.1486,69.14
644,7,4:45:00 PM,16:45:00,16,Tuesday,0,1,Afternoon,134,23,28,10,195,259.5,1.54,0.1949,0.2074,heavy,Weekday,Evening Rush (4-7 PM),0.1949,68.72
645,7,5:00:00 PM,17:00:00,17,Tuesday,0,1,Evening,103,13,37,10,163,250.5,1.49,0.2883,0.3558,high,Weekday,Evening Rush (4-7 PM),0.2883,63.19
646,7,5:15:00 PM,17:15:00,17,Tuesday,0,1,Evening,122,12,48,10,192,302.0,1.8,0.3021,0.3902,heavy,Weekday,Evening Rush (4-7 PM),0.3021,63.54
647,7,5:30:00 PM,17:30:00,17,Tuesday,0,1,Evening,145,39,23,6,213,251.5,1.5,0.1362,0.1575,heavy,Weekday,Evening Rush (4-7 PM),0.1362,68.08
648,7,5:45:00 PM,17:45:00,17,Tuesday,0,1,Evening,105,13,48,10,176,285.5,1.7,0.3295,0.4528,heavy,Weekday,Evening Rush (4-7 PM),0.3295,59.66
649,7,6:00:00 PM,18:00:00,18,Tuesday,0,1,Evening,144,13,40,10,207,300.5,1.79,0.2415,0.2759,heavy,Weekday,Evening Rush (4-7 PM),0.2415,69.57
650,7,6:15:00 PM,18:15:00,18,Tuesday,0,1,Evening,103,18,40,5,166,247.0,1.47,0.2711,0.3846,high,Weekday,Evening Rush (4-7 PM),0.2711,62.05
651,7,6:30:00 PM,18:30:00,18,Tuesday,0,1,Evening,120,15,34,8,177,253.5,1.51,0.2373,0.281,heavy,Weekday,Evening Rush (4-7 PM),0.2373,67.8
652,7,6:45:00 PM,18:45:00,18,Tuesday,0,1,Evening,56,19,16,13,104,152.5,0.91,0.2788,0.2807,normal,Weekday,Evening Rush (4-7 PM),0.2788,53.85
653,7,7:00:00 PM,19:00:00,19,Tuesday,0,0,Evening,56,5,17,14,92,151.5,0.9,0.337,0.2982,normal,Weekday,Evening Rush (4-7 PM),0.337,60.87
654,7,7:15:00 PM,19:15:00,19,Tuesday,0,0,Evening,108,15,13,5,141,169.5,1.01,0.1277,0.1193,normal,Weekday,Evening Rush (4-7 PM),0.1277,76.6
655,7,7:30:00 PM,19:30:00,19,Tuesday,0,0,Evening,58,23,14,34,129,213.5,1.27,0.3721,0.2373,high,Weekday,Evening Rush (4-7 PM),0.3721,44.96
656,7,7:45:00 PM,19:45:00,19,Tuesday,0,0,Evening,58,13,11,33,115,196.5,1.17,0.3826,0.1864,high,Weekday,Evening Rush (4-7 PM),0.3826,50.43
657,7,8:00:00 PM,20:00:00,20,Tuesday,0,0,Evening,76,24,14,15,129,175.0,1.04,0.2248,0.1818,normal,Weekday,Night Freight (8-11 PM),0.2248,58.91
658,7,8:15:00 PM,20:15:00,20,Tuesday,0,0,Evening,69,8,13,28,118,196.0,1.17,0.3475,0.1857,high,Weekday,Night Freight (8-11 PM),0.3475,58.47
659,7,8:30:00 PM,20:30:00,20,Tuesday,0,0,Evening,54,9,12,10,85,124.5,0.74,0.2588,0.2182,low,Weekday,Night Freight (8-11 PM),0.2588,63.53
660,7,8:45:00 PM,20:45:00,20,Tuesday,0,0,Evening,89,7,10,10,116,152.5,0.91,0.1724,0.1111,normal,Weekday,Night Freight (8-11 PM),0.1724,76.72
661,7,9:00:00 PM,21:00:00,21,Tuesday,0,0,Evening,110,18,18,10,156,203.0,1.21,0.1795,0.1622,normal,Weekday,Night Freight (8-11 PM),0.1795,70.51
662,7,9:15:00 PM,21:15:00,21,Tuesday,0,0,Evening,86,12,17,18,133,197.0,1.17,0.2632,0.1954,normal,Weekday,Night Freight (8-11 PM),0.2632,64.66
663,7,9:30:00 PM,21:30:00,21,Tuesday,0,0,Evening,82,7,16,9,114,160.5,0.96,0.2193,0.1928,normal,Weekday,Night Freight (8-11 PM),0.2193,71.93
664,7,9:45:00 PM,21:45:00,21,Tuesday,0,0,Evening,102,5,19,11,137,194.5,1.16,0.219,0.1845,normal,Weekday,Night Freight (8-11 PM),0.219,74.45
665,7,10:00:00 PM,22:00:00,22,Tuesday,0,0,Night,16,5,0,21,42,81.5,0.49,0.5,0.0,normal,Weekday,Night Freight (8-11 PM),0.5,38.1
666,7,10:15:00 PM,22:15:00,22,Tuesday,0,0,Night,11,3,1,39,54,132.5,0.79,0.7407,0.0833,normal,Weekday,Night Freight (8-11 PM),0.7407,20.37
667,7,10:30:00 PM,22:30:00,22,Tuesday,0,0,Night,18,5,0,11,34,53.5,0.32,0.3235,0.0,low,Weekday,Night Freight (8-11 PM),0.3235,52.94
668,7,10:45:00 PM,22:45:00,22,Tuesday,0,0,Night,12,0,1,32,45,111.0,0.66,0.7333,0.0769,normal,Weekday,Night Freight (8-11 PM),0.7333,26.67
669,7,11:00:00 PM,23:00:00,23,Tuesday,0,0,Night,15,4,1,39,59,137.0,0.82,0.678,0.0625,normal,Weekday,Night Freight (8-11 PM),0.678,25.42
670,7,11:15:00 PM,23:15:00,23,Tuesday,0,0,Night,15,4,0,26,45,95.0,0.57,0.5778,0.0,normal,Weekday,Night Freight (8-11 PM),0.5778,33.33
671,7,11:30:00 PM,23:30:00,23,Tuesday,0,0,Night,13,1,0,30,44,103.5,0.62,0.6818,0.0,normal,Weekday,Night Freight (8-11 PM),0.6818,29.55
672,7,11:45:00 PM,23:45:00,23,Tuesday,0,0,Night,12,3,0,28,43,97.5,0.58,0.6512,0.0,normal,Weekday,Night Freight (8-11 PM),0.6512,27.91
673,8,12:00:00 AM,00:00:00,0,Wednesday,0,0,Night,17,2,1,20,40,81.0,0.48,0.525,0.0556,normal,Weekday,Off-Peak Hours,0.525,42.5
674,8,12:15:00 AM,00:15:00,0,Wednesday,0,0,Night,14,5,1,33,53,118.5,0.71,0.6415,0.0667,normal,Weekday,Off-Peak Hours,0.6415,26.42
675,8,12:30:00 AM,00:30:00,0,Wednesday,0,0,Night,16,3,1,11,31,53.5,0.32,0.3871,0.0588,low,Weekday,Off-Peak Hours,0.3871,51.61
676,8,12:45:00 AM,00:45:00,0,Wednesday,0,0,Night,18,2,1,13,34,61.0,0.36,0.4118,0.0526,normal,Weekday,Off-Peak Hours,0.4118,52.94
677,8,1:00:00 AM,01:00:00,1,Wednesday,0,0,Night,12,2,1,17,32,67.0,0.4,0.5625,0.0769,normal,Weekday,Off-Peak Hours,0.5625,37.5
678,8,1:15:00 AM,01:15:00,1,Wednesday,0,0,Night,17,4,1,15,37,67.0,0.4,0.4324,0.0556,normal,Weekday,Off-Peak Hours,0.4324,45.95
679,8,1:30:00 AM,01:30:00,1,Wednesday,0,0,Night,18,1,1,25,45,96.5,0.57,0.5778,0.0526,normal,Weekday,Off-Peak Hours,0.5778,40.0
680,8,1:45:00 AM,01:45:00,1,Wednesday,0,0,Night,20,1,1,10,32,53.5,0.32,0.3438,0.0476,low,Weekday,Off-Peak Hours,0.3437,62.5
681,8,2:00:00 AM,02:00:00,2,Wednesday,0,0,Night,15,1,0,21,37,78.5,0.47,0.5676,0.0,normal,Weekday,Off-Peak Hours,0.5676,40.54
682,8,2:15:00 AM,02:15:00,2,Wednesday,0,0,Night,11,3,1,34,49,117.5,0.7,0.7143,0.0833,normal,Weekday,Off-Peak Hours,0.7143,22.45
683,8,2:30:00 AM,02:30:00,2,Wednesday,0,0,Night,19,0,1,13,33,61.0,0.36,0.4242,0.05,normal,Weekday,Off-Peak Hours,0.4242,57.58
684,8,2:45:00 AM,02:45:00,2,Wednesday,0,0,Night,10,3,0,14,27,53.5,0.32,0.5185,0.0,normal,Weekday,Off-Peak Hours,0.5185,37.04
685,8,3:00:00 AM,03:00:00,3,Wednesday,0,0,Night,17,5,1,17,40,73.5,0.44,0.45,0.0556,normal,Weekday,Off-Peak Hours,0.45,42.5
686,8,3:15:00 AM,03:15:00,3,Wednesday,0,0,Night,16,1,0,11,28,49.5,0.29,0.3929,0.0,low,Weekday,Off-Peak Hours,0.3929,57.14
687,8,3:30:00 AM,03:30:00,3,Wednesday,0,0,Night,11,0,1,33,45,113.0,0.67,0.7556,0.0833,normal,Weekday,Off-Peak Hours,0.7556,24.44
688,8,3:45:00 AM,03:45:00,3,Wednesday,0,0,Night,10,5,0,39,54,129.5,0.77,0.7222,0.0,normal,Weekday,Off-Peak Hours,0.7222,18.52
689,8,4:00:00 AM,04:00:00,4,Wednesday,0,0,Night,12,3,0,32,47,109.5,0.65,0.6809,0.0,normal,Weekday,Off-Peak Hours,0.6809,25.53
690,8,4:15:00 AM,04:15:00,4,Wednesday,0,0,Night,106,16,10,10,142,174.0,1.04,0.1408,0.0935,normal,Weekday,Off-Peak Hours,0.1408,74.65
691,8,4:30:00 AM,04:30:00,4,Wednesday,0,0,Night,69,18,0,12,99,114.0,0.68,0.1212,0.0,low,Weekday,Off-Peak Hours,0.1212,69.7
