Time,Date,Car_Count,Bike_Count,Bus_Count,Truck_Count,Total_Vehicles,Day_Of_Week,Traffic_Situation,Time_24Hr,Hour,PCU_Score,Heavy_Vehicle_Ratio,Car_Ratio,Is_Peak_Hour,Is_Weekend,Hour_Sin,Hour_Cos,Day_Part,Is_Severe_Rush_Hour,Bus_To_Car_Ratio,Heavy_Vehicle_PCU_Share,Congestion_Index,PCU_Lag_15Min,PCU_Rolling_1Hr_Avg
11:45:00 PM,8,10,5,0,14,29,Wednesday,normal,23:45:00,23,54.5,0.4828,0.3448,0,0,-0.2588,0.9659,Night,0,0.0,0.7706,0.32,84.0,76.75
12:00:00 AM,9,14,3,0,28,45,Thursday,normal,00:00:00,0,99.5,0.6222,0.3111,0,0,0.0,1.0,Night,0,0.0,0.8442,0.59,99.5,99.5
12:15:00 AM,9,10,2,0,38,50,Thursday,normal,00:15:00,0,125.0,0.76,0.2,0,0,0.0,1.0,Night,0,0.0,0.912,0.74,99.5,112.25
12:30:00 AM,9,19,0,0,32,51,Thursday,normal,00:30:00,0,115.0,0.6275,0.3725,0,0,0.0,1.0,Night,0,0.0,0.8348,0.68,125.0,113.17
12:45:00 AM,9,20,3,0,19,42,Thursday,normal,00:45:00,0,78.5,0.4524,0.4762,0,0,0.0,1.0,Night,0,0.0,0.7261,0.47,115.0,104.5
1:00:00 AM,9,18,3,0,14,35,Thursday,normal,01:00:00,1,61.5,0.4,0.5143,0,0,0.2588,0.9659,Night,0,0.0,0.6829,0.37,78.5,95.0
1:15:00 AM,9,11,2,0,12,25,Thursday,low,01:15:00,1,48.0,0.48,0.44,0,0,0.2588,0.9659,Night,0,0.0,0.75,0.29,61.5,75.75
1:30:00 AM,9,17,1,1,13,32,Thursday,normal,01:30:00,1,59.5,0.4375,0.5312,0,0,0.2588,0.9659,Night,0,0.0556,0.7059,0.35,48.0,61.88
1:45:00 AM,9,10,0,1,36,47,Thursday,normal,01:45:00,1,121.0,0.7872,0.2128,0,0,0.2588,0.9659,Night,0,0.0909,0.9174,0.72,59.5,72.5
2:00:00 AM,9,17,0,0,32,49,Thursday,normal,02:00:00,2,113.0,0.6531,0.3469,0,0,0.5,0.866,Night,0,0.0,0.8496,0.67,121.0,85.38
2:15:00 AM,9,20,5,1,22,48,Thursday,normal,02:15:00,2,91.5,0.4792,0.4167,0,0,0.5,0.866,Night,0,0.0476,0.7541,0.54,113.0,96.25
2:30:00 AM,9,12,3,0,17,32,Thursday,normal,02:30:00,2,64.5,0.5312,0.375,0,0,0.5,0.866,Night,0,0.0,0.7907,0.38,91.5,97.5
2:45:00 AM,9,13,0,0,31,44,Thursday,normal,02:45:00,2,106.0,0.7045,0.2955,0,0,0.5,0.866,Night,0,0.0,0.8774,0.63,64.5,93.75
3:00:00 AM,9,11,1,1,35,48,Thursday,normal,03:00:00,3,119.5,0.75,0.2292,0,0,0.7071,0.7071,Night,0,0.0833,0.9038,0.71,106.0,95.38
3:15:00 AM,9,18,2,0,19,39,Thursday,normal,03:15:00,3,76.0,0.4872,0.4615,0,0,0.7071,0.7071,Night,0,0.0,0.75,0.45,119.5,91.5
3:30:00 AM,9,15,0,1,24,40,Thursday,normal,03:30:00,3,90.0,0.625,0.375,0,0,0.7071,0.7071,Night,0,0.0625,0.8333,0.54,76.0,97.88
3:45:00 AM,9,14,3,0,25,42,Thursday,normal,03:45:00,3,90.5,0.5952,0.3333,0,0,0.7071,0.7071,Night,0,0.0,0.8287,0.54,90.0,94.0
4:00:00 AM,9,12,0,1,16,29,Thursday,normal,04:00:00,4,63.0,0.5862,0.4138,0,0,0.866,0.5,Night,0,0.0769,0.8095,0.38,90.5,79.88
4:15:00 AM,9,85,24,5,5,119,Thursday,normal,04:15:00,4,127.0,0.084,0.7143,0,0,0.866,0.5,Night,0,0.0581,0.2362,0.76,63.0,92.62
4:30:00 AM,9,71,22,5,2,100,Thursday,low,04:30:00,4,103.0,0.07,0.71,0,0,0.866,0.5,Night,0,0.0694,0.2039,0.61,127.0,95.88
4:45:00 AM,9,108,4,5,3,120,Thursday,normal,04:45:00,4,134.0,0.0667,0.9,0,0,0.866,0.5,Night,0,0.0459,0.1791,0.8,103.0,106.75
5:00:00 AM,9,63,29,5,15,112,Thursday,normal,05:00:00,5,137.5,0.1786,0.5625,0,0,0.9659,0.2588,Morning,0,0.0781,0.4364,0.82,134.0,125.38
5:15:00 AM,9,62,12,3,18,95,Thursday,normal,05:15:00,5,131.0,0.2211,0.6526,0,0,0.9659,0.2588,Morning,0,0.0476,0.4809,0.78,137.5,126.38
5:30:00 AM,9,118,15,3,11,147,Thursday,normal,05:30:00,5,167.5,0.0952,0.8027,0,0,0.9659,0.2588,Morning,0,0.0252,0.2507,1.0,131.0,142.5
5:45:00 AM,9,90,21,2,14,127,Thursday,normal,05:45:00,5,148.5,0.126,0.7087,0,0,0.9659,0.2588,Morning,0,0.022,0.3232,0.88,167.5,146.12
6:00:00 AM,9,141,30,31,1,203,Thursday,heavy,06:00:00,6,252.0,0.1576,0.6946,1,0,1.0,0.0,Morning,0,0.2183,0.381,1.5,148.5,174.75
6:15:00 AM,9,126,31,33,2,192,Thursday,heavy,06:15:00,6,246.5,0.1823,0.6562,1,0,1.0,0.0,Morning,0,0.2598,0.426,1.47,252.0,203.62
6:30:00 AM,9,112,26,30,4,172,Thursday,heavy,06:30:00,6,227.0,0.1977,0.6512,1,0,1.0,0.0,Morning,0,0.2655,0.4493,1.35,246.5,218.5
6:45:00 AM,9,112,12,38,4,166,Thursday,high,06:45:00,6,244.0,0.253,0.6747,1,0,1.0,0.0,Morning,0,0.3363,0.5164,1.45,227.0,242.38
7:00:00 AM,9,144,14,33,4,195,Thursday,heavy,07:00:00,7,262.0,0.1897,0.7385,1,0,0.9659,-0.2588,Morning,0,0.2276,0.4237,1.56,244.0,244.88
7:15:00 AM,9,127,13,36,1,177,Thursday,heavy,07:15:00,7,244.5,0.209,0.7175,1,0,0.9659,-0.2588,Morning,0,0.2812,0.454,1.46,262.0,244.38
7:30:00 AM,9,146,10,44,5,205,Thursday,heavy,07:30:00,7,298.0,0.239,0.7122,1,0,0.9659,-0.2588,Morning,0,0.2993,0.4933,1.77,244.5,262.12
7:45:00 AM,9,146,22,26,4,198,Thursday,heavy,07:45:00,7,247.0,0.1515,0.7374,1,0,0.9659,-0.2588,Morning,0,0.1769,0.3644,1.47,298.0,262.88
8:00:00 AM,9,101,10,48,5,164,Thursday,high,08:00:00,8,265.0,0.3232,0.6159,1,0,0.866,-0.5,Morning,1,0.4706,0.6,1.58,247.0,263.62
8:15:00 AM,9,104,19,24,4,151,Thursday,normal,08:15:00,8,197.5,0.1854,0.6887,1,0,0.866,-0.5,Morning,1,0.2286,0.4253,1.18,265.0,251.88
8:30:00 AM,9,150,20,43,0,213,Thursday,heavy,08:30:00,8,289.0,0.2019,0.7042,1,0,0.866,-0.5,Morning,1,0.2848,0.4464,1.72,197.5,249.62
8:45:00 AM,9,110,35,45,2,192,Thursday,heavy,08:45:00,8,268.5,0.2448,0.5729,1,0,0.866,-0.5,Morning,1,0.4054,0.5251,1.6,289.0,255.0
9:00:00 AM,9,139,15,28,2,184,Thursday,heavy,09:00:00,9,236.5,0.163,0.7554,0,0,0.7071,-0.7071,Morning,1,0.2,0.3805,1.41,268.5,247.88
9:15:00 AM,9,99,17,32,7,155,Thursday,high,09:15:00,9,224.5,0.2516,0.6387,0,0,0.7071,-0.7071,Morning,1,0.32,0.5212,1.34,236.5,254.62
9:30:00 AM,9,22,15,7,19,63,Thursday,normal,09:30:00,9,107.5,0.4127,0.3492,0,0,0.7071,-0.7071,Morning,1,0.3043,0.7256,0.64,224.5,209.25
9:45:00 AM,9,11,12,21,24,68,Thursday,normal,09:45:00,9,152.0,0.6618,0.1618,0,0,0.7071,-0.7071,Morning,1,1.75,0.8882,0.9,107.5,180.12
10:00:00 AM,9,47,20,18,16,101,Thursday,normal,10:00:00,10,159.0,0.3366,0.4653,0,0,0.5,-0.866,Morning,0,0.375,0.6415,0.95,152.0,160.75
10:15:00 AM,9,54,1,35,26,116,Thursday,high,10:15:00,10,237.5,0.5259,0.4655,0,0,0.5,-0.866,Morning,0,0.6364,0.7705,1.41,159.0,164.0
10:30:00 AM,9,26,16,13,16,71,Thursday,normal,10:30:00,10,121.0,0.4085,0.3662,0,0,0.5,-0.866,Morning,0,0.4815,0.719,0.72,237.5,167.38
10:45:00 AM,9,99,18,39,19,175,Thursday,heavy,10:45:00,10,282.0,0.3314,0.5657,0,0,0.5,-0.866,Morning,0,0.39,0.617,1.68,121.0,199.88
11:00:00 AM,9,31,9,11,28,79,Thursday,normal,11:00:00,11,152.5,0.4937,0.3924,0,0,0.2588,-0.9659,Morning,0,0.3438,0.7672,0.91,282.0,198.25
11:15:00 AM,9,24,8,13,23,68,Thursday,normal,11:15:00,11,136.0,0.5294,0.3529,0,0,0.2588,-0.9659,Morning,0,0.52,0.7941,0.81,152.5,172.88
11:30:00 AM,9,21,7,9,20,57,Thursday,normal,11:30:00,11,111.5,0.5088,0.3684,0,0,0.2588,-0.9659,Morning,0,0.4091,0.7803,0.66,136.0,170.5
11:45:00 AM,9,60,10,5,25,100,Thursday,normal,11:45:00,11,155.0,0.3,0.6,0,0,0.2588,-0.9659,Morning,0,0.082,0.5806,0.92,111.5,138.75
12:00:00 PM,9,29,9,12,21,71,Thursday,normal,12:00:00,12,132.5,0.4648,0.4085,0,0,0.0,-1.0,Afternoon,0,0.4,0.7472,0.79,155.0,133.75
12:15:00 PM,9,37,7,14,28,86,Thursday,normal,12:15:00,12,166.5,0.4884,0.4302,0,0,0.0,-1.0,Afternoon,0,0.3684,0.7568,0.99,132.5,141.38
12:30:00 PM,9,53,7,11,22,93,Thursday,normal,12:30:00,12,155.5,0.3548,0.5699,0,0,0.0,-1.0,Afternoon,0,0.2037,0.6367,0.93,166.5,152.38
12:45:00 PM,9,35,5,15,25,80,Thursday,normal,12:45:00,12,157.5,0.5,0.4375,0,0,0.0,-1.0,Afternoon,0,0.4167,0.7619,0.94,155.5,153.0
1:00:00 PM,9,53,6,10,28,97,Thursday,normal,13:00:00,13,170.0,0.3918,0.5464,0,0,-0.2588,-0.9659,Afternoon,0,0.1852,0.6706,1.01,157.5,162.38
1:15:00 PM,9,114,18,17,8,157,Thursday,normal,13:15:00,13,198.0,0.1592,0.7261,0,0,-0.2588,-0.9659,Afternoon,0,0.1478,0.3788,1.18,170.0,170.25
1:30:00 PM,9,95,28,22,9,154,Thursday,normal,13:30:00,13,202.0,0.2013,0.6169,0,0,-0.2588,-0.9659,Afternoon,0,0.2292,0.4604,1.2,198.0,181.88
1:45:00 PM,9,62,23,38,19,142,Thursday,high,13:45:00,13,244.5,0.4014,0.4366,0,0,-0.2588,-0.9659,Afternoon,0,0.6032,0.6994,1.46,202.0,203.62
2:00:00 PM,9,70,28,12,12,122,Thursday,normal,14:00:00,14,156.0,0.1967,0.5738,0,0,-0.5,-0.866,Afternoon,0,0.169,0.4615,0.93,244.5,200.12
2:15:00 PM,9,35,20,10,8,73,Thursday,low,14:15:00,14,99.0,0.2466,0.4795,0,0,-0.5,-0.866,Afternoon,0,0.2778,0.5455,0.59,156.0,175.38
2:30:00 PM,9,60,23,10,20,113,Thursday,normal,14:30:00,14,161.5,0.2655,0.531,0,0,-0.5,-0.866,Afternoon,0,0.1639,0.5573,0.96,99.0,165.25
2:45:00 PM,9,40,22,25,9,96,Thursday,normal,14:45:00,14,153.0,0.3542,0.4167,0,0,-0.5,-0.866,Afternoon,0,0.6098,0.6667,0.91,161.5,142.38
3:00:00 PM,9,53,21,6,11,91,Thursday,low,15:00:00,15,114.5,0.1868,0.5824,0,0,-0.7071,-0.7071,Afternoon,0,0.1111,0.4454,0.68,153.0,132.0
3:15:00 PM,9,99,16,38,7,160,Thursday,high,15:15:00,15,242.0,0.2812,0.6188,0,0,-0.7071,-0.7071,Afternoon,0,0.38,0.5579,1.44,114.5,167.75
3:30:00 PM,9,86,21,31,18,156,Thursday,high,15:30:00,15,243.5,0.3141,0.5513,0,0,-0.7071,-0.7071,Afternoon,0,0.3563,0.6037,1.45,242.0,188.25
3:45:00 PM,9,79,28,35,13,155,Thursday,high,15:45:00,15,237.0,0.3097,0.5097,0,0,-0.7071,-0.7071,Afternoon,0,0.4375,0.6076,1.41,243.5,209.25
4:00:00 PM,9,146,25,33,8,212,Thursday,heavy,16:00:00,16,281.5,0.1934,0.6887,1,0,-0.866,-0.5,Afternoon,0,0.2245,0.4369,1.68,237.0,251.0
4:15:00 PM,9,116,24,36,6,182,Thursday,heavy,16:15:00,16,254.0,0.2308,0.6374,1,0,-0.866,-0.5,Afternoon,0,0.3077,0.4961,1.51,281.5,254.0
4:30:00 PM,9,107,14,44,5,170,Thursday,heavy,16:30:00,16,261.0,0.2882,0.6294,1,0,-0.866,-0.5,Afternoon,0,0.4074,0.5632,1.55,254.0,258.38
4:45:00 PM,9,115,20,27,9,171,Thursday,heavy,16:45:00,16,233.0,0.2105,0.6725,1,0,-0.866,-0.5,Afternoon,0,0.2328,0.4635,1.39,261.0,257.38
5:00:00 PM,9,113,23,43,6,185,Thursday,heavy,17:00:00,17,271.5,0.2649,0.6108,1,0,-0.9659,-0.2588,Evening,1,0.3772,0.5414,1.62,233.0,254.88
5:15:00 PM,9,102,20,31,5,158,Thursday,high,17:15:00,17,220.0,0.2278,0.6456,1,0,-0.9659,-0.2588,Evening,1,0.301,0.4909,1.31,271.5,246.38
5:30:00 PM,9,138,27,21,7,193,Thursday,heavy,17:30:00,17,235.5,0.1451,0.715,1,0,-0.9659,-0.2588,Evening,1,0.1511,0.3567,1.4,220.0,240.0
5:45:00 PM,9,146,13,38,9,206,Thursday,heavy,17:45:00,17,293.5,0.2282,0.7087,1,0,-0.9659,-0.2588,Evening,1,0.2585,0.4804,1.75,235.5,255.12
6:00:00 PM,9,139,33,41,7,220,Thursday,heavy,18:00:00,18,299.5,0.2182,0.6318,1,0,-1.0,-0.0,Evening,1,0.2929,0.4808,1.78,293.5,262.12
6:15:00 PM,9,130,24,48,9,211,Thursday,heavy,18:15:00,18,313.0,0.2701,0.6161,1,0,-1.0,-0.0,Evening,1,0.3664,0.5463,1.86,299.5,285.38
6:30:00 PM,9,135,31,34,8,208,Thursday,heavy,18:30:00,18,276.5,0.2019,0.649,1,0,-1.0,-0.0,Evening,1,0.25,0.4557,1.65,313.0,295.62
6:45:00 PM,9,106,22,16,20,164,Thursday,normal,18:45:00,18,225.0,0.2195,0.6463,1,0,-1.0,-0.0,Evening,1,0.1495,0.48,1.34,276.5,278.5
7:00:00 PM,9,109,23,14,26,172,Thursday,heavy,19:00:00,19,240.5,0.2326,0.6337,0,0,-0.9659,0.2588,Evening,1,0.1273,0.499,1.43,225.0,263.75
7:15:00 PM,9,108,24,19,10,161,Thursday,normal,19:15:00,19,207.0,0.1801,0.6708,0,0,-0.9659,0.2588,Evening,1,0.1743,0.4203,1.23,240.5,237.25
7:30:00 PM,9,50,16,16,11,93,Thursday,normal,19:30:00,19,139.0,0.2903,0.5376,0,0,-0.9659,0.2588,Evening,1,0.3137,0.5827,0.83,207.0,202.88
7:45:00 PM,9,102,22,17,10,151,Thursday,normal,19:45:00,19,194.0,0.1788,0.6755,0,0,-0.9659,0.2588,Evening,1,0.165,0.4175,1.15,139.0,195.12
8:00:00 PM,9,72,25,10,27,134,Thursday,high,20:00:00,20,195.5,0.2761,0.5373,0,0,-0.866,0.5,Evening,0,0.137,0.5678,1.16,194.0,183.88
8:15:00 PM,9,91,13,18,13,135,Thursday,normal,20:15:00,20,190.5,0.2296,0.6741,0,0,-0.866,0.5,Evening,0,0.1957,0.4882,1.13,195.5,179.75
8:30:00 PM,9,67,19,11,8,105,Thursday,low,20:30:00,20,133.5,0.181,0.6381,0,0,-0.866,0.5,Evening,0,0.1618,0.427,0.79,190.5,178.38
8:45:00 PM,9,61,14,10,5,90,Thursday,low,20:45:00,20,113.0,0.1667,0.6778,0,0,-0.866,0.5,Evening,0,0.1613,0.3982,0.67,133.5,158.12
9:00:00 PM,9,107,13,14,28,162,Thursday,high,21:00:00,21,239.5,0.2593,0.6605,0,0,-0.7071,0.7071,Evening,0,0.1296,0.5261,1.43,113.0,169.12
9:15:00 PM,9,91,5,12,34,142,Thursday,high,21:15:00,21,231.5,0.3239,0.6408,0,0,-0.7071,0.7071,Evening,0,0.1304,0.5961,1.38,239.5,179.38
9:30:00 PM,9,106,18,13,27,164,Thursday,high,21:30:00,21,235.0,0.2439,0.6463,0,0,-0.7071,0.7071,Evening,0,0.1215,0.5106,1.4,231.5,204.75
9:45:00 PM,9,107,14,10,18,149,Thursday,normal,21:45:00,21,198.0,0.1879,0.7181,0,0,-0.7071,0.7071,Evening,0,0.0926,0.4242,1.18,235.0,226.0
10:00:00 PM,9,17,4,1,20,42,Thursday,normal,22:00:00,22,82.0,0.5,0.4048,0,0,-0.5,0.866,Night,0,0.0556,0.7683,0.49,198.0,186.62
10:15:00 PM,9,11,4,1,30,46,Thursday,normal,22:15:00,22,106.0,0.6739,0.2391,0,0,-0.5,0.866,Night,0,0.0833,0.8774,0.63,82.0,155.25
10:30:00 PM,9,11,4,0,23,38,Thursday,normal,22:30:00,22,82.0,0.6053,0.2895,0,0,-0.5,0.866,Night,0,0.0,0.8415,0.49,106.0,117.0
10:45:00 PM,9,16,3,1,36,56,Thursday,normal,22:45:00,22,128.5,0.6607,0.2857,0,0,-0.5,0.866,Night,0,0.0588,0.8638,0.77,82.0,99.62
11:00:00 PM,9,11,0,1,30,42,Thursday,normal,23:00:00,23,104.0,0.7381,0.2619,0,0,-0.2588,0.9659,Night,0,0.0833,0.8942,0.62,128.5,105.12
11:15:00 PM,9,15,4,1,25,45,Thursday,normal,23:15:00,23,95.0,0.5778,0.3333,0,0,-0.2588,0.9659,Night,0,0.0625,0.8211,0.57,104.0,102.38
11:30:00 PM,9,16,5,0,27,48,Thursday,normal,23:30:00,23,99.5,0.5625,0.3333,0,0,-0.2588,0.9659,Night,0,0.0,0.8141,0.59,95.0,106.75
11:45:00 PM,9,14,3,1,15,33,Thursday,normal,23:45:00,23,63.5,0.4848,0.4242,0,0,-0.2588,0.9659,Night,0,0.0667,0.7559,0.38,99.5,90.5
12:00:00 AM,10,31,0,4,4,39,Tuesday,low,00:00:00,0,55.0,0.2051,0.7949,0,0,0.0,1.0,Night,0,0.125,0.4364,0.33,55.0,55.0
12:15:00 AM,10,49,0,3,3,55,Tuesday,low,00:15:00,0,67.0,0.1091,0.8909,0,0,0.0,1.0,Night,0,0.06,0.2687,0.4,55.0,61.0
12:30:00 AM,10,46,0,3,6,55,Tuesday,low,00:30:00,0,73.0,0.1636,0.8364,0,0,0.0,1.0,Night,0,0.0638,0.3699,0.43,67.0,65.0
12:45:00 AM,10,51,0,2,5,58,Tuesday,low,00:45:00,0,72.0,0.1207,0.8793,0,0,0.0,1.0,Night,0,0.0385,0.2917,0.43,73.0,66.75
1:00:00 AM,10,57,6,15,16,94,Tuesday,normal,01:00:00,1,153.0,0.3298,0.6064,0,0,0.2588,0.9659,Night,0,0.2586,0.6078,0.91,72.0,91.25
1:15:00 AM,10,44,0,5,4,53,Tuesday,low,01:15:00,1,71.0,0.1698,0.8302,0,0,0.2588,0.9659,Night,0,0.1111,0.3803,0.42,153.0,92.25
1:30:00 AM,10,37,0,1,4,42,Tuesday,low,01:30:00,1,52.0,0.119,0.881,0,0,0.2588,0.9659,Night,0,0.0263,0.2885,0.31,71.0,87.0
1:45:00 AM,10,42,4,4,5,55,Tuesday,low,01:45:00,1,71.0,0.1636,0.7636,0,0,0.2588,0.9659,Night,0,0.093,0.3803,0.42,52.0,86.75
2:00:00 AM,10,51,0,9,7,67,Tuesday,low,02:00:00,2,99.0,0.2388,0.7612,0,0,0.5,0.866,Night,0,0.1731,0.4848,0.59,71.0,73.25
2:15:00 AM,10,34,0,4,7,45,Tuesday,low,02:15:00,2,67.0,0.2444,0.7556,0,0,0.5,0.866,Night,0,0.1143,0.4925,0.4,99.0,72.25
2:30:00 AM,10,45,0,1,1,47,Tuesday,low,02:30:00,2,51.0,0.0426,0.9574,0,0,0.5,0.866,Night,0,0.0217,0.1176,0.3,67.0,72.0
2:45:00 AM,10,45,0,1,3,49,Tuesday,low,02:45:00,2,57.0,0.0816,0.9184,0,0,0.5,0.866,Night,0,0.0217,0.2105,0.34,51.0,68.5
3:00:00 AM,10,50,0,3,0,53,Tuesday,low,03:00:00,3,59.0,0.0566,0.9434,0,0,0.7071,0.7071,Night,0,0.0588,0.1525,0.35,57.0,58.5
3:15:00 AM,10,34,0,4,4,42,Tuesday,low,03:15:00,3,58.0,0.1905,0.8095,0,0,0.7071,0.7071,Night,0,0.1143,0.4138,0.35,59.0,56.25
3:30:00 AM,10,129,22,42,1,194,Tuesday,heavy,03:30:00,3,269.0,0.2216,0.6649,0,0,0.7071,0.7071,Night,0,0.3231,0.4796,1.6,58.0,110.75
3:45:00 AM,10,144,16,49,0,209,Tuesday,heavy,03:45:00,3,299.0,0.2344,0.689,0,0,0.7071,0.7071,Night,0,0.3379,0.4916,1.78,269.0,171.25
4:00:00 AM,10,111,28,20,3,162,Tuesday,normal,04:00:00,4,194.0,0.142,0.6852,0,0,0.866,0.5,Night,0,0.1786,0.3557,1.15,299.0,205.0
4:15:00 AM,10,67,11,10,16,104,Tuesday,normal,04:15:00,4,150.5,0.25,0.6442,0,0,0.866,0.5,Night,0,0.1471,0.5183,0.9,194.0,228.12
4:30:00 AM,10,65,24,7,16,112,Tuesday,normal,04:30:00,4,146.0,0.2054,0.5804,0,0,0.866,0.5,Night,0,0.1061,0.4726,0.87,150.5,197.38
4:45:00 AM,10,94,27,7,16,144,Tuesday,normal,04:45:00,4,176.5,0.1597,0.6528,0,0,0.866,0.5,Night,0,0.0737,0.3909,1.05,146.0,166.75
5:00:00 AM,10,94,20,8,7,129,Tuesday,normal,05:00:00,5,149.0,0.1163,0.7287,0,0,0.9659,0.2588,Morning,0,0.0842,0.302,0.89,176.5,155.5
5:15:00 AM,10,67,29,5,10,111,Tuesday,low,05:15:00,5,126.5,0.1351,0.6036,0,0,0.9659,0.2588,Morning,0,0.0735,0.3557,0.75,149.0,149.5
5:30:00 AM,10,56,12,2,14,84,Tuesday,normal,05:30:00,5,110.0,0.1905,0.6667,0,0,0.9659,0.2588,Morning,0,0.0351,0.4364,0.65,126.5,140.5
5:45:00 AM,10,57,13,3,11,84,Tuesday,low,05:45:00,5,105.5,0.1667,0.6786,0,0,0.9659,0.2588,Morning,0,0.0517,0.3981,0.63,110.0,122.75
6:00:00 AM,10,129,22,42,1,194,Tuesday,heavy,06:00:00,6,269.0,0.2216,0.6649,1,0,1.0,0.0,Morning,0,0.3231,0.4796,1.6,105.5,152.75
6:15:00 AM,10,144,16,49,0,209,Tuesday,heavy,06:15:00,6,299.0,0.2344,0.689,1,0,1.0,0.0,Morning,0,0.3379,0.4916,1.78,269.0,195.88
6:30:00 AM,10,111,28,20,3,162,Tuesday,normal,06:30:00,6,194.0,0.142,0.6852,1,0,1.0,0.0,Morning,0,0.1786,0.3557,1.15,299.0,216.88
6:45:00 AM,10,120,27,46,3,196,Tuesday,heavy,06:45:00,6,280.5,0.25,0.6122,1,0,1.0,0.0,Morning,0,0.3802,0.5241,1.67,194.0,260.62
7:00:00 AM,10,102,39,47,1,189,Tuesday,heavy,07:00:00,7,265.5,0.254,0.5397,1,0,0.9659,-0.2588,Morning,0,0.4563,0.5424,1.58,280.5,259.75
7:15:00 AM,10,145,23,27,0,195,Tuesday,heavy,07:15:00,7,237.5,0.1385,0.7436,1,0,0.9659,-0.2588,Morning,0,0.1849,0.3411,1.41,265.5,244.38
7:30:00 AM,10,114,37,21,5,177,Tuesday,heavy,07:30:00,7,210.5,0.1469,0.6441,1,0,0.9659,-0.2588,Morning,0,0.1826,0.3705,1.25,237.5,248.5
7:45:00 AM,10,108,18,22,1,149,Tuesday,normal,07:45:00,7,186.0,0.1544,0.7248,1,0,0.9659,-0.2588,Morning,0,0.2018,0.371,1.11,210.5,224.88
8:00:00 AM,10,122,28,33,1,184,Tuesday,heavy,08:00:00,8,238.0,0.1848,0.663,1,0,0.866,-0.5,Morning,1,0.2683,0.4286,1.42,186.0,218.0
8:15:00 AM,10,114,39,30,3,186,Tuesday,heavy,08:15:00,8,232.5,0.1774,0.6129,1,0,0.866,-0.5,Morning,1,0.2609,0.4258,1.38,238.0,216.75
8:30:00 AM,10,150,36,25,1,212,Tuesday,heavy,08:30:00,8,246.0,0.1226,0.7075,1,0,0.866,-0.5,Morning,1,0.1656,0.3171,1.46,232.5,225.62
8:45:00 AM,10,107,10,49,2,168,Tuesday,heavy,08:45:00,8,265.0,0.3036,0.6369,1,0,0.866,-0.5,Morning,1,0.4537,0.5774,1.58,246.0,245.38
9:00:00 AM,10,124,24,22,0,170,Tuesday,heavy,09:00:00,9,202.0,0.1294,0.7294,0,0,0.7071,-0.7071,Morning,1,0.176,0.3267,1.2,265.0,236.38
9:15:00 AM,10,77,16,39,29,161,Tuesday,high,09:15:00,9,289.0,0.4224,0.4783,0,0,0.7071,-0.7071,Morning,1,0.5,0.7059,1.72,202.0,250.5
9:30:00 AM,10,15,23,30,21,89,Tuesday,normal,09:30:00,9,179.5,0.573,0.1685,0,0,0.7071,-0.7071,Morning,1,1.875,0.8524,1.07,289.0,233.88
9:45:00 AM,10,32,22,38,21,113,Tuesday,high,09:45:00,9,220.0,0.5221,0.2832,0,0,0.7071,-0.7071,Morning,1,1.1515,0.8045,1.31,179.5,222.62
10:00:00 AM,10,68,13,29,24,134,Tuesday,high,10:00:00,10,233.5,0.3955,0.5075,0,0,0.5,-0.866,Morning,0,0.4203,0.6809,1.39,220.0,230.5
10:15:00 AM,10,27,16,36,30,109,Tuesday,normal,10:15:00,10,233.0,0.6055,0.2477,0,0,0.5,-0.866,Morning,0,1.2857,0.8498,1.39,233.5,216.5
10:30:00 AM,10,76,7,11,15,109,Tuesday,normal,10:30:00,10,157.5,0.2385,0.6972,0,0,0.5,-0.866,Morning,0,0.1429,0.4952,0.94,233.0,211.0
10:45:00 AM,10,41,23,20,17,101,Tuesday,normal,10:45:00,10,163.5,0.3663,0.4059,0,0,0.5,-0.866,Morning,0,0.4762,0.6789,0.97,157.5,196.88
11:00:00 AM,10,33,10,3,29,75,Tuesday,normal,11:00:00,11,134.0,0.4267,0.44,0,0,0.2588,-0.9659,Morning,0,0.0882,0.7164,0.8,163.5,172.0
11:15:00 AM,10,58,8,14,29,109,Tuesday,normal,11:15:00,11,191.0,0.3945,0.5321,0,0,0.2588,-0.9659,Morning,0,0.2373,0.6754,1.14,134.0,161.5
11:30:00 AM,10,65,7,11,26,109,Tuesday,normal,11:30:00,11,179.5,0.3394,0.5963,0,0,0.2588,-0.9659,Morning,0,0.1667,0.6184,1.07,191.0,167.0
11:45:00 AM,10,47,9,6,29,91,Tuesday,normal,11:45:00,11,156.5,0.3846,0.5165,0,0,0.2588,-0.9659,Morning,0,0.125,0.6709,0.93,179.5,165.25
12:00:00 PM,10,38,10,5,25,78,Tuesday,normal,12:00:00,12,133.0,0.3846,0.4872,0,0,0.0,-1.0,Afternoon,0,0.1282,0.6767,0.79,156.5,165.0
12:15:00 PM,10,57,8,12,29,106,Tuesday,normal,12:15:00,12,184.0,0.3868,0.5377,0,0,0.0,-1.0,Afternoon,0,0.2069,0.6685,1.1,133.0,163.25
12:30:00 PM,10,20,6,4,20,50,Tuesday,normal,12:30:00,12,95.0,0.48,0.4,0,0,0.0,-1.0,Afternoon,0,0.1905,0.7579,0.57,184.0,142.12
